timestamp_kst,site,siteType,axisNm,axisDirDivCd,axisDirDivNm,stNodeNm,edNodeNm,speed,trfClsNm
2026-08-06 00:14,은행사거리,양성대조,중계로,2,하행,불암초교,은행사거리,15,서행
2026-08-06 00:14,은행사거리,양성대조,중계로,2,하행,은행사거리,청암고교,13,정체
2026-08-06 00:14,목동역,양성대조,오목로,1,상행,목동산돌교회,목동역,25,서행
2026-08-06 00:14,목동역,양성대조,오목로,1,상행,목동역,양강중교앞,24,서행
2026-08-06 00:14,목동역,양성대조,오목로,2,하행,양강중교앞,목동역,18,서행
2026-08-06 00:14,목동역,양성대조,오목로,2,하행,목동역,목동산돌교회,37,원활
2026-08-06 00:14,응암오거리,음성대조,응암로,1,상행,대림시장,응암오거리,20,서행
2026-08-06 00:14,응암오거리,음성대조,응암로,1,상행,응암오거리,응암시장,24,서행
2026-08-06 00:14,응암오거리,음성대조,응암로,2,하행,응암시장,응암오거리,25,원활
2026-08-06 00:14,응암오거리,음성대조,응암로,2,하행,응암오거리,대림시장,23,서행
2026-08-06 00:14,선릉역,음성대조,테헤란로,1,상행,포스코사거리,선릉역,23,서행
2026-08-06 00:14,선릉역,음성대조,테헤란로,1,상행,선릉역,센터필드,21,서행
2026-08-06 00:14,선릉역,음성대조,테헤란로,2,하행,센터필드,선릉역,33,원활
2026-08-06 00:14,선릉역,음성대조,테헤란로,2,하행,선릉역,포스코사거리,23,서행
2026-08-06 01:14,은마아파트입구,대상,도곡로,1,상행,한티역,은마아파트입구,29,원활
2026-08-06 01:14,은마아파트입구,대상,도곡로,1,상행,은마아파트입구,대치동우성아파트,20,서행
2026-08-06 01:14,은마아파트입구,대상,도곡로,2,하행,대치동우성아파트,은마아파트입구,25,원활
2026-08-06 01:14,은마아파트입구,대상,도곡로,2,하행,은마아파트입구,한티역,25,정보없음
2026-08-06 01:14,은마아파트입구,대상,삼성로,1,상행,대치사거리,은마아파트입구,25,원활
2026-08-06 01:14,은마아파트입구,대상,삼성로,1,상행,은마아파트입구,대치역,26,원활
2026-08-06 01:14,은마아파트입구,대상,삼성로,2,하행,대치역,은마아파트입구,17,서행
2026-08-06 01:14,은마아파트입구,대상,삼성로,2,하행,은마아파트입구,대치사거리,26,원활
2026-08-06 01:14,은행사거리,양성대조,한글비석로,1,상행,양지근린공원,은행사거리,32,원활
2026-08-06 01:14,은행사거리,양성대조,한글비석로,1,상행,은행사거리,중계주공4ㆍ5단지,37,원활
2026-08-06 01:14,은행사거리,양성대조,한글비석로,2,하행,중계주공4ㆍ5단지,은행사거리,36,원활
2026-08-06 01:14,은행사거리,양성대조,한글비석로,2,하행,은행사거리,양지근린공원,37,원활
2026-08-06 01:14,은행사거리,양성대조,중계로,1,상행,청암고교,은행사거리,28,원활
2026-08-06 01:14,은행사거리,양성대조,중계로,1,상행,은행사거리,불암초교,19,서행
2026-08-06 01:14,은행사거리,양성대조,중계로,2,하행,불암초교,은행사거리,12,정체
2026-08-06 01:14,은행사거리,양성대조,중계로,2,하행,은행사거리,청암고교,12,정체
2026-08-06 01:14,목동역,양성대조,오목로,1,상행,목동산돌교회,목동역,24,서행
2026-08-06 01:14,목동역,양성대조,오목로,1,상행,목동역,양강중교앞,23,서행
2026-08-06 01:14,목동역,양성대조,오목로,2,하행,양강중교앞,목동역,25,원활
2026-08-06 01:14,목동역,양성대조,오목로,2,하행,목동역,목동산돌교회,41,원활
2026-08-06 01:14,응암오거리,음성대조,응암로,1,상행,대림시장,응암오거리,22,서행
2026-08-06 01:14,응암오거리,음성대조,응암로,1,상행,응암오거리,응암시장,26,원활
2026-08-06 01:14,응암오거리,음성대조,응암로,2,하행,응암시장,응암오거리,29,원활
2026-08-06 01:14,응암오거리,음성대조,응암로,2,하행,응암오거리,대림시장,31,원활
2026-08-06 01:14,선릉역,음성대조,테헤란로,1,상행,포스코사거리,선릉역,24,서행
2026-08-06 01:14,선릉역,음성대조,테헤란로,1,상행,선릉역,센터필드,26,원활
2026-08-06 01:14,선릉역,음성대조,테헤란로,2,하행,센터필드,선릉역,26,원활
2026-08-06 01:14,선릉역,음성대조,테헤란로,2,하행,선릉역,포스코사거리,24,서행
2026-08-06 16:00,은마아파트입구,대상,도곡로,1,상행,한티역,은마아파트입구,14,정체
2026-08-06 16:00,은마아파트입구,대상,도곡로,1,상행,은마아파트입구,대치동우성아파트,8,정체
2026-08-06 16:00,은마아파트입구,대상,도곡로,2,하행,대치동우성아파트,은마아파트입구,17,서행
2026-08-06 16:00,은마아파트입구,대상,도곡로,2,하행,은마아파트입구,한티역,13,정체
2026-08-06 16:00,은마아파트입구,대상,삼성로,1,상행,대치사거리,은마아파트입구,15,정체
2026-08-06 16:00,은마아파트입구,대상,삼성로,1,상행,은마아파트입구,대치역,13,정체
2026-08-06 16:00,은마아파트입구,대상,삼성로,2,하행,대치역,은마아파트입구,16,서행
2026-08-06 16:00,은마아파트입구,대상,삼성로,2,하행,은마아파트입구,대치사거리,23,서행
2026-08-06 16:00,은행사거리,양성대조,한글비석로,1,상행,양지근린공원,은행사거리,12,정체
2026-08-06 16:00,은행사거리,양성대조,한글비석로,1,상행,은행사거리,중계주공4ㆍ5단지,27,원활
2026-08-06 16:00,은행사거리,양성대조,한글비석로,2,하행,중계주공4ㆍ5단지,은행사거리,17,서행
2026-08-06 16:00,은행사거리,양성대조,한글비석로,2,하행,은행사거리,양지근린공원,22,서행
